"Skip Base URL Validation Before the Next Step","Skip Base URL Validation Before the Next Step"
"Skip Secure URL validation before next step","Skip Secure URL validation before next step"
"Tables Prefix","Tables Prefix"
"The URL ""%s"" is invalid.","Đường dẫn ""%s"" không đúng."
"The URL ""%s"" is not accessible.","Đường dẫn ""%s"" không thể truy cập."
"The database server version doesn\'t match system requirements (required: %s, actual: %s).","The database server version doesn\'t match system requirements (required: %s, actual: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","There was a problem installing Magento packages. Please read the log, correct errors and try again."
"Time Zone","Múi giờ"
"Use Secure URLs (SSL)","Dùng bảo mật đường dẫn URLs (SSL)"
"Use Web Server (Apache) Rewrites","Sử dụng máy chủ chuyển hướng (Apache)"
"User name","Tên người dùng"
"User Password","Mật khẩu"
"Username","Tên người dùng"
"Validation","Kiểm tra hợp lệ"
"Web access options","Tùy chọn truy cập web"
"Welcome","Xin chào"
"Welcome to Magento's Installation Wizard","Welcome to Magento's Installation Wizard"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","You could enable this option to use web server rewrites functionality for improved search engines optimization."
"You're All Set","Bạn đã cài xong"
"You're All Set!","Bạn đã cài xong!"
